Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
471,Pacome Dadiet,19,NYK,SG,13,0,6.4,0.5,1.5,.300,0.4,1.1,.357,0.1,0.5,.167,.425,0.2,0.2,1.000,0.0,1.0,1.0,0.4,0.1,0.2,0.1,0.4,1.5,,dadiepa01
472,David Duke Jr.,25,SAS,SG,2,0,6.0,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,0.5,1.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.5,,dukeda01
473,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,gortmja01
474,Alex Len,31,SAC,C,35,3,7.3,0.6,1.2,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.9,0.2,0.5,0.3,1.0,1.5,,lenal01
475,Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,,olivaqu01
476,Dwight Powell,33,DAL,C,33,0,7.6,0.4,0.5,.778,0.0,0.0,1.000,0.4,0.5,.765,.806,0.6,0.9,.667,0.7,1.1,1.8,0.7,0.4,0.5,0.2,1.2,1.5,,poweldw01
477,Matt Ryan,27,NYK,SF,17,0,3.6,0.5,1.6,.333,0.3,0.9,.313,0.2,0.6,.364,.426,0.1,0.1,1.000,0.0,0.4,0.4,0.1,0.1,0.0,0.2,0.1,1.5,,ryanma01
478,Terrence Shannon Jr.,24,MIN,SG,10,0,4.5,0.7,1.3,.538,0.1,0.3,.333,0.6,1.0,.600,.577,0.0,0.0,,0.0,0.2,0.2,0.5,0.2,0.1,0.3,0.1,1.5,,shannte01
479,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,1.0,1.1,.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,castlco01
480,Collin Gillespie,25,PHO,PG,5,0,3.2,0.6,1.0,.600,0.2,0.2,1.000,0.4,0.8,.500,.700,0.0,0.0,,0.4,0.4,0.8,0.2,0.0,0.2,0.0,0.4,1.4,,gilleco01
481,Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,.500,0.2,0.4,.429,0.4,0.6,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,,cissosi01
482,Mason Jones,26,SAC,SG,4,0,5.0,0.5,1.3,.400,0.0,0.8,.000,0.5,0.5,1.000,.400,0.3,0.5,.500,0.3,1.5,1.8,2.3,0.0,0.0,0.3,0.3,1.3,,jonesma05
483,Yuki Kawamura,23,MEM,PG,18,0,3.2,0.4,1.2,.381,0.2,0.8,.267,0.2,0.3,.667,.476,0.2,0.3,.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.3,,kawamyu01
484,Chris Livingston,21,MIL,SF,11,1,5.0,0.5,1.2,.385,0.0,0.4,.000,0.5,0.8,.556,.385,0.4,0.5,.667,0.5,1.2,1.7,0.1,0.4,0.0,0.5,0.4,1.3,,livinch01
485,Jack McVeigh,28,HOU,PF,6,0,3.5,0.5,1.8,.273,0.3,1.3,.250,0.2,0.5,.333,.364,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,0.2,1.3,,mcveija01
486,Luke Travers,23,CLE,SG,6,0,7.0,0.5,1.2,.429,0.0,0.5,.000,0.5,0.7,.750,.429,0.3,0.3,1.000,0.2,0.8,1.0,0.8,0.2,0.2,0.3,0.5,1.3,,travelu01
487,Cam Christie,19,LAC,SG,5,0,5.8,0.4,1.8,.222,0.2,1.2,.167,0.2,0.6,.333,.278,0.2,0.4,.500,0.2,1.0,1.2,0.4,0.4,0.0,0.4,0.4,1.2,,chrisca02
488,JD Davison,22,BOS,PG,5,0,4.8,0.4,1.0,.400,0.2,0.6,.333,0.2,0.4,.500,.500,0.2,0.4,.500,0.0,0.4,0.4,0.2,0.2,0.0,1.2,0.2,1.2,,davisjd01
489,Kessler Edwards,24,DAL,SF,21,2,8.5,0.5,1.4,.333,0.2,0.8,.235,0.3,0.6,.462,.400,0.1,0.1,1.000,0.2,1.5,1.7,0.5,0.3,0.2,0.2,0.9,1.2,,edwarke02
490,PJ Hall,22,DEN,C,10,0,2.8,0.4,0.8,.500,0.0,0.3,.000,0.4,0.5,.800,.500,0.3,0.4,.750,0.2,0.8,1.0,0.2,0.0,0.1,0.1,0.3,1.1,,hallpj01
491,Colby Jones,22,SAC,SG,23,0,5.3,0.5,1.1,.440,0.2,0.4,.444,0.3,0.7,.438,.520,0.0,0.0,,0.3,0.6,0.9,0.2,0.2,0.3,0.3,0.6,1.1,,jonesco02
492,Adam Flagler,25,OKC,SG,17,0,4.4,0.4,2.5,.140,0.3,2.1,.139,0.1,0.4,.143,.198,0.0,0.0,,0.2,0.3,0.5,0.0,0.2,0.1,0.1,0.4,1.0,,flaglad01
493,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,martija02
494,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,rhodeja01
495,Baylor Scheierman,24,BOS,SG,9,0,6.0,0.3,1.9,.176,0.1,1.3,.083,0.2,0.6,.400,.206,0.2,0.2,1.000,0.2,1.2,1.4,0.4,0.2,0.0,0.0,0.7,1.0,,scheiba01
496,Xavier Tillman Sr.,26,BOS,C,26,1,7.3,0.4,1.5,.250,0.2,0.8,.182,0.2,0.7,.333,.300,0.0,0.1,.500,0.3,1.1,1.4,0.3,0.3,0.2,0.3,0.5,1.0,,tillmxa01
497,Maxwell Lewis,22,2TM,SF,8,0,3.8,0.4,0.9,.429,0.1,0.1,1.000,0.3,0.8,.333,.500,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.9,,lewisma05
497,Maxwell Lewis,22,LAL,SF,7,0,4.1,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,,lewisma05
497,Maxwell Lewis,22,BRK,SF,1,0,1.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,lewisma05
498,Trey Alexander,21,DEN,SG,14,0,4.4,0.3,1.3,.222,0.1,0.6,.222,0.1,0.6,.222,.278,0.1,0.1,1.000,0.0,0.3,0.3,0.4,0.1,0.1,0.1,0.4,0.9,,alexatr01
499,Bronny James,20,LAL,SG,16,0,4.0,0.3,1.5,.167,0.1,0.6,.100,0.2,0.9,.214,.188,0.3,0.4,.714,0.1,0.4,0.4,0.4,0.3,0.1,0.3,0.4,0.9,,jamesbr02
500,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,cartodj01
501,Ulrich Chomche,19,TOR,PF,6,0,3.3,0.3,0.5,.667,0.0,0.0,,0.3,0.5,.667,.667,0.2,0.3,.500,0.5,0.5,1.0,0.3,0.0,0.0,0.3,0.7,0.8,,chomcul01
502,Josh Christopher,23,MIA,SG,8,0,3.5,0.3,0.9,.286,0.0,0.1,.000,0.3,0.8,.333,.286,0.3,0.5,.500,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,,chrisjo01
503,RayJ Dennis,23,IND,PG,6,0,1.8,0.2,0.5,.333,0.2,0.5,.333,0.0,0.0,,.500,0.3,0.3,1.000,0.2,0.3,0.5,0.2,0.3,0.0,0.3,0.2,0.8,,dennira01
504,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,doziepj01
505,Joe Ingles,37,MIN,SF,12,0,4.8,0.3,0.8,.444,0.2,0.4,.400,0.2,0.3,.500,.556,0.0,0.0,,0.2,0.2,0.3,1.1,0.1,0.0,0.4,0.7,0.8,,inglejo01
506,James Johnson,37,IND,PF,10,0,3.2,0.4,0.9,.444,0.0,0.3,.000,0.4,0.6,.667,.444,0.0,0.1,.000,0.0,0.5,0.5,0.4,0.0,0.2,0.4,0.4,0.8,,johnsja01
507,Isaiah Crawford,23,SAC,SF,3,0,3.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,,crawfis01
508,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,robbili01
509,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,cuiyo01
510,Garrett Temple,38,TOR,SG,17,0,3.9,0.2,0.9,.200,0.1,0.4,.143,0.1,0.5,.250,.233,0.2,0.2,1.000,0.1,0.5,0.6,0.6,0.4,0.1,0.2,0.4,0.6,,templga01
511,Stanley Umude,25,MIL,SG,19,0,3.2,0.2,1.1,.200,0.1,0.6,.182,0.1,0.5,.222,.250,0.1,0.2,.500,0.2,0.5,0.7,0.1,0.2,0.1,0.1,0.3,0.6,,umudest01
512,Tristen Newton,23,2TM,SG,6,0,1.5,0.2,1.0,.167,0.0,0.5,.000,0.2,0.5,.333,.167,0.2,0.2,1.000,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.5,0.5,,newtotr01
512,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,newtotr01
512,Tristen Newton,23,MIN,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,newtotr01
513,Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,.300,0.0,0.1,.000,0.2,0.5,.375,.300,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,,toppija01
514,Jalen Bridges,23,PHO,SF,4,0,4.3,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.3,0.5,.500,0.0,0.8,0.8,0.0,0.0,0.0,0.5,0.0,0.3,,bridgja01
515,Spencer Jones,23,DEN,SF,6,0,2.2,0.2,0.7,.250,0.0,0.5,.000,0.2,0.2,1.000,.250,0.0,0.0,,0.0,0.5,0.5,0.0,0.3,0.0,0.2,0.2,0.3,,jonessp01
516,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,leonsma01
517,Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,,nixda01
518,Emoni Bates,21,CLE,SF,4,0,3.5,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,batesem01
519,Harrison Ingram,22,SAS,SF,2,0,5.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,,ingraha01
520,Daniss Jenkins,23,DET,PG,3,0,2.7,0.0,1.3,.000,0.0,1.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,jenkida01
521,Bobi Klintman,21,DET,SF,3,0,2.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,0.0,,klintbo01
522,Mac McClung,26,ORL,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,mccluma01
523,Justin Minaya,25,POR,SF,6,0,3.0,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.3,0.2,0.5,0.3,0.2,0.0,0.0,0.5,0.0,,minayju01
524,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,minixri01
525,Zyon Pullin,23,MEM,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,pullizy01
526,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,swideco01
